3,133,0
4,101,0
0,202,1
5,651,1
5,189,0
0,109,0
5,657,1
5,153,1
5,655,0
4,673,0
2,698,1
4,110,1
0,651,1
4,416,0
4,123,0
5,660,0
1,157,0
3,651,0
5,667,1
1,230,0
3,128,1
5,128,0
3,653,0
2,240,1
5,018,0
4,179,0
0,696,1
5,211,0
3,678,0
0,188,0
1,669,0
1,651,1
0,697,0
0,055,1
2,096,0
0,056,0
3,666,0
5,651,1
1,133,1
5,689,0
3,651,1
3,659,0
4,118,0
5,219,0
5,016,0
5,006,1
2,101,0
5,133,1
5,678,0
0,087,0
0,691,1
1,100,0
5,227,0
3,155,0
5,669,0
5,219,0
5,397,0
4,167,0
4,111,0
3,225,0
3,397,1
4,454,0
1,152,1
1,666,1
3,260,1
1,208,0
1,133,0
2,419,0
3,682,1
3,651,1
4,397,0
4,539,1
0,018,0
0,138,0
4,185,1
2,204,1
5,699,0
0,048,0
4,395,0
4,670,0
1,167,0
4,673,0
0,471,0
3,101,0
3,397,0
2,090,0
2,160,1
0,151,0
5,682,1
0,699,0
0,199,0
3,104,0
0,105,1
0,213,1
4,395,0
4,660,1
4,230,1
2,670,0
0,651,1
5,140,0
1,699,1
2,651,1
5,006,0
0,664,1
1,105,0
1,102,0
4,172,1
4,166,0
4,129,0
3,699,0
3,203,0
5,693,0
5,658,0
1,048,0
3,003,1
5,206,0
5,042,0
5,123,0
4,063,0
3,659,0
0,659,0
4,005,0
5,213,0
5,089,0
0,666,1
5,675,0
5,096,0
4,651,1
4,410,1
4,169,0
2,156,1
3,005,0
0,687,1
3,699,1
5,172,1
0,454,1
1,658,0
2,156,1
1,105,1
0,674,0
4,105,0
5,658,1
3,699,0
5,101,0
5,556,1
1,100,0
0,161,0
0,227,0
4,396,1
5,699,0
5,699,1
5,118,1
1,007,1
5,395,1
5,091,0
3,020,0
0,174,1
4,656,0
0,033,0
0,447,0
0,040,0
1,092,1
5,676,1
2,003,0
0,184,0
3,668,1
0,226,1
3,043,0
3,209,1
3,187,1
3,090,0
0,651,1
3,018,0
5,030,0
1,696,0
5,005,0
2,669,0
0,154,0
1,651,0
4,161,1
2,681,1
5,080,0
5,676,0
5,151,0
4,023,1
1,257,0
3,185,0
3,194,1
1,666,0
3,693,0
3,669,1
0,192,0
4,460,0
1,133,0
2,460,0
5,467,0
5,166,1
4,699,0
3,688,1
5,219,1
0,460,1
5,651,1
5,202,1
3,666,0
5,660,0
2,174,0
0,651,1
2,676,0
1,651,1
3,675,0
4,667,0
3,479,1
4,048,0
0,666,0
4,683,0
0,006,0
5,209,1
3,170,1
3,698,0
2,651,0
3,659,1
0,669,1
5,654,0
2,696,0
2,179,1
2,664,1
2,201,0
5,161,0
5,133,0
5,653,1
3,657,0
0,118,1
0,478,0
0,457,0
4,004,0
5,136,0
3,666,0
0,160,0
5,651,1
3,186,1
0,125,0
1,128,1
3,668,0
0,128,1
0,669,1
1,651,1
2,666,1
2,211,1
4,096,0
5,669,0
3,513,1
4,189,0
1,666,1
0,699,0
3,004,0
5,669,0
0,672,1
0,659,0
0,651,0
0,096,0
0,239,0
0,187,0
2,217,0
3,396,0
0,101,1
0,181,1
2,133,0
2,123,1
1,547,1
1,215,0
4,659,0
3,018,0
4,460,0
5,177,0
4,697,1
1,699,1
0,020,0
5,699,1
3,669,0
3,697,1
4,201,0
4,227,0
0,696,0
2,668,1
3,691,0
0,151,0
1,189,0
0,697,0
1,673,0
4,680,0
4,575,0
2,233,0
4,668,0
2,185,0
4,259,0
0,006,1
5,470,0
3,680,1
0,042,0
5,020,0
1,211,1
4,409,0
1,659,0
5,186,0
5,699,0
3,240,0
4,005,1
2,676,0
5,658,0
4,057,1
5,055,1
4,105,0
3,668,0
3,688,1
2,674,0
5,091,1
4,699,0
2,670,0
5,209,1
3,107,1
3,162,1
3,669,0
1,699,1
3,244,1
3,172,1
5,105,0
4,105,1
0,196,0
4,214,0
5,670,0
2,669,0
0,128,1
3,669,1
3,156,1
5,687,0
3,201,1
0,255,0
1,068,1
0,052,1
1,226,1
2,065,0
0,667,0
0,199,0
4,653,1
5,006,1
4,223,0
4,096,0
3,660,1
5,203,0
2,682,1
2,107,0
5,669,0
3,651,0
4,419,1
4,119,1
5,500,0
1,660,0
2,128,1
0,153,1
4,153,1
0,249,0
2,666,1
5,139,0
5,699,1
5,182,0
2,699,1
0,168,0
4,666,0
5,061,0
4,251,0
5,150,0
2,020,1
3,500,1
4,654,0
0,264,0
0,105,0
0,020,1
1,666,1
0,656,0
1,682,1
5,057,0
3,467,1
5,181,1
0,006,0
5,095,0
0,264,0
4,677,0
3,669,0
4,653,0
0,667,0
2,228,0
3,653,0
3,043,1
0,219,0
4,669,0
3,172,1
0,002,1
4,254,0
1,167,1
5,160,0
5,209,0
2,208,0
4,065,0
1,659,0
4,209,1
3,675,0
0,699,1
0,681,0
1,055,0
4,055,0
4,096,1
4,015,0
3,479,0
1,031,0
3,666,1
3,156,0
3,695,0
0,659,0
5,061,1
1,088,0
5,061,1
5,100,1
4,214,1
2,478,1
3,123,0
4,048,0
2,699,1
4,002,0
4,699,1
5,209,1
5,124,0
5,002,0
1,101,1
1,027,0
1,081,0
0,227,0
5,248,1
2,651,1
4,229,0
4,675,0
2,168,0
5,227,0
2,698,1
5,466,0
5,141,0
5,682,1
4,651,0
5,249,1
4,105,1
4,092,1
2,451,0
1,105,1
0,020,1
1,128,1
4,651,1
4,048,1
1,191,0
4,698,0
4,694,0
5,688,0
2,667,0
5,575,1
0,264,0
1,135,0
0,051,0
2,097,0
5,097,0
4,142,0
0,020,0
5,165,0
5,026,1
5,105,1
5,123,0
0,111,0
5,118,0
0,131,0
