2,693,0
0,666,1
1,020,1
2,694,1
4,699,1
5,105,0
5,050,0
4,454,0
0,105,0
1,395,0
0,162,1
3,143,0
2,155,1
4,192,0
2,401,1
5,145,0
4,244,0
4,675,0
1,466,0
0,219,1
5,651,0
3,216,1
0,668,1
2,450,0
4,651,0
1,004,0
1,669,1
4,669,0
2,020,0
0,092,0
3,467,0
5,052,1
0,232,0
2,674,0
4,653,1
4,668,0
3,209,0
4,469,0
5,238,0
0,105,0
0,660,0
3,681,0
0,676,0
2,699,1
5,219,0
0,020,0
4,050,0
3,659,1
5,106,1
3,149,1
4,239,0
0,163,0
5,123,0
2,088,0
1,178,0
5,020,0
5,682,0
2,048,0
4,404,1
5,217,0
4,133,1
4,655,0
0,686,0
4,105,1
5,479,0
5,128,0
0,010,0
3,009,0
0,464,1
1,696,0
5,213,1
1,061,1
4,655,0
0,251,0
5,046,0
3,395,1
5,669,0
4,096,1
4,699,1
2,006,1
2,478,0
4,189,0
5,699,0
5,105,0
4,454,0
0,521,1
4,073,0
5,105,0
5,469,0
3,189,0
0,660,1
0,109,0
4,096,1
0,669,0
3,224,0
1,227,0
0,251,0
0,224,0
3,684,1
1,651,0
5,454,1
3,460,1
4,119,1
5,685,0
3,651,1
1,666,0
4,101,0
1,110,1
5,039,0
4,666,0
3,181,0
5,257,1
2,687,0
4,471,0
4,651,1
1,232,1
3,651,1
2,057,1
0,697,0
2,478,1
0,651,1
3,500,1
2,454,1
3,694,1
1,218,0
5,123,0
3,052,1
5,651,1
5,479,0
0,666,0
0,002,0
5,666,0
4,696,1
1,660,0
1,201,1
5,479,0
2,479,0
5,670,0
4,685,0
2,464,1
4,002,0
3,105,1
4,103,0
2,654,0
3,450,1
5,656,0
5,669,1
2,219,0
3,007,1
3,151,1
5,123,1
5,209,1
3,419,0
0,669,0
4,194,0
3,020,0
1,138,0
4,212,1
5,043,0
4,201,1
1,513,0
3,699,1
5,159,1
0,675,0
0,172,1
3,114,0
3,687,1
5,476,0
3,006,0
1,180,0
0,018,0
0,674,1
5,257,0
0,675,0
2,689,0
1,196,1
3,666,1
4,659,0
5,151,0
5,658,0
2,249,0
2,095,0
4,209,1
2,090,1
5,023,0
4,071,0
4,699,1
4,669,0
2,669,0
3,092,1
2,660,1
5,470,1
3,208,1
4,151,0
0,651,1
0,699,0
0,671,0
1,199,0
4,036,0
3,058,1
2,470,0
3,478,0
5,675,1
4,167,0
2,689,0
1,259,0
4,397,0
1,095,0
0,667,0
4,104,1
0,254,0
2,184,0
5,699,1
3,651,1
4,187,1
2,653,0
4,203,0
0,051,0
0,191,0
0,404,0
0,105,0
3,450,1
1,651,1
0,228,1
4,101,0
5,651,0
0,656,0
1,170,1
